config_id,model_name,folds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,time_minutes_total
minilm_l256_lr2e-5_ep1_bs16_iter1,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,5,0.418525945979704,0.00884910792001221,0.41579892392278667,0.009790512822101622,78.91947120499972
mpnet_l256_ep1_bs16_iter1_lr1e-5,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,5,0.43256081174183586,0.0026064615228113277,0.42970288520418726,0.002338640395655531,260.7083653550003
mpnet_l256_ep1_bs16_iter1_lr3e-5,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,5,0.4092653025618353,0.008646243020751601,0.4071889103360298,0.00860292908240463,273.20593456833353
mpnet_l256_lr2e-5_ep1_bs16_iter1,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,5,0.4280800039454028,0.012941690820315628,0.42576385324979105,0.013174147886213435,262.8592789799994
