rule_name,n,targeted_ties,changed_predictions,fixes,breaks,changed_both_wrong,net_correct,v2_accuracy,v3_accuracy,accuracy_delta,v2_macro_f1,v3_macro_f1,macro_f1_delta,v3_f1_c1,v3_f1_c234,v3_f1_c5,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cm_c1_to_c1,cm_c1_to_c234,cm_c1_to_c5,cm_c234_to_c1,cm_c234_to_c234,cm_c234_to_c5,cm_c5_to_c1,cm_c5_to_c234,cm_c5_to_c5
majority5_v2_plus_norberto_c234_tie_probability,20092,873,367,147,110,110,37,0.473820426040215,0.47566195500696795,0.0018415289667529366,0.4721275773430718,0.47393294433941024,0.0018053669963384311,0.49754397084455715,0.3888719512195122,0.5353829109541615,0.4756631721434739,0.00797508954882597,0.4735821297061979,0.009810096554307398,3140,1853,1354,1972,2551,2330,1163,1863,3866
