experiment_id,method,max_length,learning_rate,epochs,fold,train_size,eval_size,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_batch_size,weight_decay,fp16,accuracy,macro_f1,eval_loss,time_minutes,peak_vram_gb,status,error
head_tail_256_v1,head_tail_balanced,256,3e-05,2,0,16073,4019,8,8,2,16,0.01,True,0.46130878327942276,0.4536963878147245,1.0424178838729858,13.032189805000478,2.6843323707580566,ok,
head_tail_256_v1,head_tail_balanced,256,3e-05,2,1,16073,4019,8,8,2,16,0.01,True,0.4710126897238119,0.46862723753065527,1.0333000421524048,13.274835433333646,2.6798157691955566,ok,
head_tail_256_v1,head_tail_balanced,256,3e-05,2,2,16073,4019,8,8,2,16,0.01,True,0.44911669569544665,0.44570395375327215,1.0552377700805664,13.621965121666047,2.6798157691955566,ok,
head_tail_256_v1,head_tail_balanced,256,3e-05,2,3,16076,4016,8,8,2,16,0.01,True,0.4631474103585657,0.4623295286636595,1.0400696992874146,13.398122960001153,2.6798157691955566,ok,
head_tail_256_v1,head_tail_balanced,256,3e-05,2,4,16073,4019,8,8,2,16,0.01,True,0.4526001492908684,0.4491885129271112,1.0412893295288086,12.987182538331641,2.6798157691955566,ok,
