model_name,completed_folds,n_completed_folds,n_oof,oof_accuracy,oof_macro_f1,oof_f1_c1,oof_f1_c234,oof_f1_c5,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cm_c1_to_c1,cm_c1_to_c234,cm_c1_to_c5,cm_c234_to_c1,cm_c234_to_c234,cm_c234_to_c5,cm_c5_to_c1,cm_c5_to_c234,cm_c5_to_c5
Itau-Unibanco/NorBERTo-base,"0,1,2,3,4",5,20092,0.46356758909018514,0.4630884628070626,0.4791317532519352,0.3966182141797686,0.5135154209894841,0.4635673404912324,0.006688274516235371,0.4625129413001,0.005412788033064145,3002,1928,1417,1957,2674,2222,1225,2029,3638
