fold,model_name,loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_macro_f1,eval_f1_c1,eval_f1_c234,eval_f1_c5,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,Itau-Unibanco/NorBERTo-base,0.9486377716064454,7.779501914978027,6.069651741293533e-07,1.940649496080627,1950,,,,,,,,,,,,,,
0,Itau-Unibanco/NorBERTo-base,0.9511564636230468,4.509890556335449,1.0945273631840797e-07,1.990419310688068,2000,,,,,,,,,,,,,,
0,Itau-Unibanco/NorBERTo-base,,,,2.0,2010,1.0340832471847534,0.4754914157750684,0.4708501962363604,0.4757160647571606,0.3900156006240249,0.5468189233278956,90.1337,44.589,22.3,,,,,
0,Itau-Unibanco/NorBERTo-base,,,,2.0,2010,,,,,,,,,,7637.032,4.209,0.263,7769961693336690.0,1.0237297214678864
0,Itau-Unibanco/NorBERTo-base,,,,2.0,2010,1.0340832471847534,0.4754914157750684,0.4708501962363604,0.4757160647571606,0.3900156006240249,0.5468189233278956,92.1476,43.615,21.813,,,,,
1,Itau-Unibanco/NorBERTo-base,1.2788772583007812,24.399736404418945,2e-05,0.0009953962921488,1,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.1248305963010203,5.97162675857544,1.951243781094528e-05,0.0497698146074405,50,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.102868499755859,24.95022201538086,1.901492537313433e-05,0.0995396292148811,100,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.098165283203125,24.624855041503903,1.8517412935323385e-05,0.1493094438223217,150,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.087469482421875,3.5092506408691406,1.801990049751244e-05,0.1990792584297623,200,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0849783325195312,4.834896087646484,1.7522388059701495e-05,0.2488490730372029,250,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0707080078125,7.898457050323486,1.7024875621890548e-05,0.2986188876446435,300,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0562576293945312,4.256227016448975,1.6527363184079605e-05,0.3483887022520841,350,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.061865386962891,3.3098509311676025,1.6029850746268658e-05,0.3981585168595247,400,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0599822998046875,5.329331398010254,1.553233830845771e-05,0.4479283314669653,450,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0708526611328124,7.088712215423584,1.5034825870646768e-05,0.4976981460744059,500,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0540966796875,6.170284271240234,1.4537313432835824e-05,0.5474679606818464,550,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.076358642578125,6.747158527374268,1.4039800995024878e-05,0.597237775289287,600,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.059762878417969,4.161103248596191,1.3542288557213932e-05,0.6470075898967277,650,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0426873779296877,5.609954833984375,1.3044776119402987e-05,0.6967774045041683,700,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0588577270507813,5.278939723968506,1.254726368159204e-05,0.7465472191116088,750,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0674407958984375,3.1801023483276367,1.2049751243781095e-05,0.7963170337190494,800,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0374205017089844,3.8273658752441406,1.155223880597015e-05,0.84608684832649,850,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0615019226074218,6.4783430099487305,1.1054726368159203e-05,0.8958566629339306,900,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0313980102539062,4.8582634925842285,1.055721393034826e-05,0.9456264775413712,950,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0409019470214844,6.7202324867248535,1.0059701492537317e-05,0.9953962921488118,1000,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,,,,1.0,1005,1.0446410179138184,0.4456332421000248,0.4428517495133506,0.4086330935251798,0.4403266331658291,0.4795955218490429,284.5517,14.124,7.064,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9895294189453124,5.19316291809082,9.562189054726368e-06,1.0447928331466965,1050,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.000380859375,2.5678751468658447,9.064676616915425e-06,1.094562647754137,1100,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0045199584960938,6.9380059242248535,8.567164179104478e-06,1.1443324623615778,1150,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.974768524169922,7.595088958740234,8.069651741293533e-06,1.1941022769690184,1200,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.99796875,7.38854455947876,7.5721393034825875e-06,1.243872091576459,1250,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0021339416503907,5.363166332244873,7.074626865671642e-06,1.2936419061838995,1300,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9655040740966796,4.326052188873291,6.5771144278606965e-06,1.34341172079134,1350,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9693875885009766,4.560349464416504,6.079601990049751e-06,1.3931815353987806,1400,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9820874786376952,4.422990798950195,5.582089552238806e-06,1.4429513500062212,1450,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.0005484771728517,6.12104082107544,5.084577114427861e-06,1.4927211646136618,1500,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,1.007819366455078,3.1098721027374268,4.587064676616916e-06,1.5424909792211023,1550,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9859680938720704,4.604379177093506,4.089552238805971e-06,1.592260793828543,1600,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9484538269042968,9.38719081878662,3.5920398009950253e-06,1.6420306084359837,1650,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9553884887695312,7.999792575836182,3.09452736318408e-06,1.691800423043424,1700,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9620388793945313,4.11025333404541,2.5970149253731342e-06,1.7415702376508646,1750,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9723108673095704,4.893694877624512,2.099502487562189e-06,1.7913400522583054,1800,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9751342010498046,12.162118911743164,1.601990049751244e-06,1.841109866865746,1850,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.968740463256836,5.205233573913574,1.1044776119402989e-06,1.8908796814731863,1900,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9651145935058594,15.18867301940918,6.069651741293533e-07,1.940649496080627,1950,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,0.9471611785888672,8.460599899291992,1.0945273631840797e-07,1.990419310688068,2000,,,,,,,,,,,,,,
1,Itau-Unibanco/NorBERTo-base,,,,2.0,2010,1.0326459407806396,0.461059965165464,0.4617683251013935,0.4722336487042369,0.4021276595744681,0.5109436670254754,282.8654,14.208,7.106,,,,,
1,Itau-Unibanco/NorBERTo-base,,,,2.0,2010,,,,,,,,,,10863.7691,2.959,0.185,7802084998449702.0,1.0232055369894304
1,Itau-Unibanco/NorBERTo-base,,,,2.0,2010,1.0326459407806396,0.461059965165464,0.4617683251013935,0.4722336487042369,0.4021276595744681,0.5109436670254754,281.8247,14.261,7.132,,,,,
3,Itau-Unibanco/NorBERTo-base,1.1568145751953125,10.234496116638184,2e-05,0.0009952724558347,1,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.1283588020169004,5.247684001922607,1.951243781094528e-05,0.0497636227917392,50,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0906057739257813,10.30996322631836,1.901492537313433e-05,0.0995272455834784,100,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.1079425048828124,9.232523918151855,1.8517412935323385e-05,0.1492908683752177,150,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0647767639160155,2.714371681213379,1.801990049751244e-05,0.1990544911669569,200,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.092422332763672,3.0826187133789062,1.7522388059701495e-05,0.2488181139586961,250,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0744522094726563,4.031970024108887,1.7024875621890548e-05,0.2985817367504354,300,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.063669662475586,2.6915359497070312,1.6527363184079605e-05,0.3483453595421746,350,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0656166076660156,4.733922958374023,1.6029850746268658e-05,0.3981089823339139,400,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0783953857421875,3.865032434463501,1.553233830845771e-05,0.4478726051256531,450,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0693380737304687,3.5278141498565674,1.5034825870646768e-05,0.4976362279173923,500,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0625946044921877,4.075498104095459,1.4537313432835824e-05,0.5473998507091317,550,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0530282592773437,3.353607177734375,1.4039800995024878e-05,0.5971634735008708,600,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0743592834472655,3.3661859035491943,1.3542288557213932e-05,0.6469270962926101,650,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.060885009765625,2.127643823623657,1.3044776119402987e-05,0.6966907190843493,700,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0641416931152343,9.407485961914062,1.254726368159204e-05,0.7464543418760886,750,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.047856903076172,7.067654132843018,1.2049751243781095e-05,0.7962179646678278,800,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0472430419921874,7.90895938873291,1.155223880597015e-05,0.8459815874595671,850,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0360061645507812,5.271734714508057,1.1054726368159203e-05,0.8957452102513063,900,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.050481414794922,7.7052412033081055,1.055721393034826e-05,0.9455088330430456,950,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.0362261962890624,8.30584716796875,1.0059701492537317e-05,0.9952724558347849,1000,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,,,,1.0,1005,1.0341534614562988,0.4514442231075697,0.4532064551223822,0.4728409534974599,0.4025113358911754,0.4842670759785111,136.3215,29.46,14.73,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9883732604980467,4.235505104064941,9.562189054726368e-06,1.0447872605125652,1050,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9928851318359376,3.579939603805542,9.064676616915425e-06,1.0945508833043045,1100,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,1.01080810546875,3.4609382152557373,8.567164179104478e-06,1.1443145060960438,1150,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9793567657470704,5.500838279724121,8.069651741293533e-06,1.194078128887783,1200,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.989421615600586,5.160640716552734,7.5721393034825875e-06,1.2438417516795224,1250,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.981838607788086,3.592359781265259,7.074626865671642e-06,1.2936053744712614,1300,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9731866455078124,7.313199043273926,6.5771144278606965e-06,1.3433689972630007,1350,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9780162048339844,5.103285789489746,6.079601990049751e-06,1.39313262005474,1400,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.937441864013672,8.348594665527344,5.582089552238806e-06,1.442896242846479,1450,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9801089477539062,7.109431743621826,5.084577114427861e-06,1.4926598656382184,1500,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9744989013671876,9.727663040161133,4.587064676616916e-06,1.5424234884299577,1550,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9548065948486328,5.587878704071045,4.089552238805971e-06,1.592187111221697,1600,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9517796325683594,6.856917858123779,3.5920398009950253e-06,1.6419507340134365,1650,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9506017303466796,5.565182209014893,3.09452736318408e-06,1.6917143568051751,1700,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9499004364013672,6.665685653686523,2.5970149253731342e-06,1.7414779795969146,1750,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9493798065185548,7.444584846496582,2.099502487562189e-06,1.791241602388654,1800,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9507477569580078,5.958946704864502,1.601990049751244e-06,1.841005225180393,1850,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.947280502319336,10.452048301696776,1.1044776119402989e-06,1.8907688479721323,1900,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.9782482147216796,10.007006645202637,6.069651741293533e-07,1.940532470763872,1950,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,0.944530792236328,12.609746932983398,1.0945273631840797e-07,1.9902960935556109,2000,,,,,,,,,,,,,,
3,Itau-Unibanco/NorBERTo-base,,,,2.0,2010,1.0447555780410769,0.461902390438247,0.4633315387802082,0.4785854616895874,0.4240528328119569,0.4873563218390804,136.8139,29.354,14.677,,,,,
3,Itau-Unibanco/NorBERTo-base,,,,2.0,2010,,,,,,,,,,5822.8566,5.522,0.345,7755985865961971.0,1.0178631763553143
3,Itau-Unibanco/NorBERTo-base,,,,2.0,2010,1.0447555780410769,0.461902390438247,0.4633315387802082,0.4785854616895874,0.4240528328119569,0.4873563218390804,134.1878,29.928,14.964,,,,,
4,Itau-Unibanco/NorBERTo-base,1.1828765869140625,13.139739990234377,2e-05,0.0009953962921488,1,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.1325165106325734,2.810001373291016,1.951243781094528e-05,0.0497698146074405,50,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0974236297607425,8.588207244873047,1.901492537313433e-05,0.0995396292148811,100,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0837492370605468,3.0226645469665527,1.8517412935323385e-05,0.1493094438223217,150,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.04942138671875,3.844981670379639,1.801990049751244e-05,0.1990792584297623,200,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0683551025390623,4.420637607574463,1.7522388059701495e-05,0.2488490730372029,250,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0723316955566409,9.71121597290039,1.7024875621890548e-05,0.2986188876446435,300,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0612164306640626,4.158161163330078,1.6527363184079605e-05,0.3483887022520841,350,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.06058349609375,4.655172348022461,1.6029850746268658e-05,0.3981585168595247,400,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0667852783203124,6.533467769622803,1.553233830845771e-05,0.4479283314669653,450,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0699758911132813,3.417288303375244,1.5034825870646768e-05,0.4976981460744059,500,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.05655517578125,5.906489849090576,1.4537313432835824e-05,0.5474679606818464,550,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.048551025390625,3.8153910636901855,1.4039800995024878e-05,0.597237775289287,600,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.066709213256836,2.534238576889038,1.3542288557213932e-05,0.6470075898967277,650,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0605895233154297,3.33026385307312,1.3044776119402987e-05,0.6967774045041683,700,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0567864990234377,7.150050640106201,1.254726368159204e-05,0.7465472191116088,750,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0435841369628909,6.2885422706604,1.2049751243781095e-05,0.7963170337190494,800,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0236930847167969,8.311241149902344,1.155223880597015e-05,0.84608684832649,850,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0582774353027344,2.4416332244873047,1.1054726368159203e-05,0.8958566629339306,900,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0323252868652344,4.460468292236328,1.055721393034826e-05,0.9456264775413712,950,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,1.0484327697753906,2.9118618965148926,1.0059701492537317e-05,0.9953962921488118,1000,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,,,,1.0,1005,1.0510125160217283,0.4346852450858423,0.4307725196442037,0.4360535931790499,0.452862926547137,0.4034010392064242,170.9197,23.514,11.76,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9751237487792968,8.848814964294434,9.562189054726368e-06,1.0447928331466965,1050,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.991640853881836,2.567932605743408,9.064676616915425e-06,1.094562647754137,1100,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9935343933105468,2.8234896659851074,8.567164179104478e-06,1.1443324623615778,1150,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.962227783203125,6.1900787353515625,8.069651741293533e-06,1.1941022769690184,1200,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9620490264892578,5.259364128112793,7.5721393034825875e-06,1.243872091576459,1250,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.975140380859375,8.495792388916016,7.074626865671642e-06,1.2936419061838995,1300,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.969905242919922,9.602860450744627,6.5771144278606965e-06,1.34341172079134,1350,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9876657104492188,9.715564727783203,6.079601990049751e-06,1.3931815353987806,1400,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9732391357421876,10.415290832519531,5.582089552238806e-06,1.4429513500062212,1450,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9535272979736328,4.11055850982666,5.084577114427861e-06,1.4927211646136618,1500,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9496971130371094,4.567079067230225,4.587064676616916e-06,1.5424909792211023,1550,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9898471069335938,3.7317960262298575,4.089552238805971e-06,1.592260793828543,1600,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.960765914916992,7.77232027053833,3.5920398009950253e-06,1.6420306084359837,1650,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9365391540527344,5.644347190856934,3.09452736318408e-06,1.691800423043424,1700,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9581307220458984,10.311793327331545,2.5970149253731342e-06,1.7415702376508646,1750,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9498916625976562,8.673748016357422,2.099502487562189e-06,1.7913400522583054,1800,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9668781280517578,11.22041130065918,1.601990049751244e-06,1.841109866865746,1850,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9601797485351562,7.36313009262085,1.1044776119402989e-06,1.8908796814731863,1900,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9511366271972655,8.03427505493164,6.069651741293533e-07,1.940649496080627,1950,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,0.9442125701904296,4.29483699798584,1.0945273631840797e-07,1.990419310688068,2000,,,,,,,,,,,,,,
4,Itau-Unibanco/NorBERTo-base,,,,2.0,2010,1.042118787765503,0.464294600646927,0.4628007934042417,0.487987987987988,0.3853281853281853,0.5150862068965517,171.8554,23.386,11.696,,,,,
