experiment_id,method,duplicate_weighting,max_length,learning_rate,epochs,fold,train_size,eval_size,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_batch_size,weight_decay,fp16,gradient_checkpointing,train_unique_text_groups,train_duplicate_groups,train_conflicting_groups,train_conflicting_occurrences,accuracy,macro_f1,eval_loss,time_minutes,peak_vram_gb,status,error
duplicate_soft_labels_v1,empirical_group_soft_labels,none,256,3e-05,2,0,16073,4019,8,8,2,16,0.01,True,False,14727,379,247,1392,0.46429460064692707,0.455525908468132,1.0380733013153076,13.677015940001002,2.6843323707580566,ok,
duplicate_soft_labels_v1,empirical_group_soft_labels,none,256,3e-05,2,1,16073,4019,8,8,2,16,0.01,True,False,14731,380,244,1369,0.47424732520527496,0.47190705375209024,1.0336380004882812,13.74198688333272,2.6798157691955566,ok,
duplicate_soft_labels_v1,empirical_group_soft_labels,none,256,3e-05,2,2,16073,4019,8,8,2,16,0.01,True,False,14733,368,230,1345,0.45459069420253795,0.4472968815374532,1.0589791536331177,13.914179088332457,2.6798157691955566,ok,
duplicate_soft_labels_v1,empirical_group_soft_labels,none,256,3e-05,2,3,16076,4016,8,8,2,16,0.01,True,False,14778,360,218,1300,0.4716135458167331,0.4699392904465826,1.0446971654891968,13.7530609899996,2.6798157691955566,ok,
duplicate_soft_labels_v1,empirical_group_soft_labels,none,256,3e-05,2,4,16073,4019,8,8,2,16,0.01,True,False,14759,365,225,1322,0.4558347847723314,0.4556995576602028,1.0468884706497192,13.781244759998906,2.6798157691955566,ok,
