C,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std
0.5,0.44410682723200257,0.006664644353661039,0.44339983212366596,0.007038559059153791
1.0,0.437139548300949,0.005576792857349591,0.4368767350389707,0.006042378572346977
2.0,0.43494976302800736,0.004545467184626932,0.43473206808767556,0.004927400325008256
