max_length,learning_rate,epochs,fold,train_size,eval_size,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_batch_size,weight_decay,fp16,gradient_checkpointing,accuracy,macro_f1,eval_loss,time_seconds,time_minutes,peak_vram_gb,peak_reserved_vram_gb,status,error
384,3e-05,2,0,16073,4019,4,4,4,16,0.01,True,False,0.4568300572281662,0.44327942222359834,1.0386017560958862,1255.0120535999304,20.91686755999884,2.4734416007995605,2.658203125,ok,
384,3e-05,2,1,16073,4019,4,4,4,16,0.01,True,False,0.47225678029360535,0.46930634612961225,1.038082242012024,1325.7171236999566,22.095285394999276,2.4734416007995605,2.677734375,ok,
384,3e-05,2,2,16073,4019,4,4,4,16,0.01,True,False,0.45135605872107487,0.4470843625552691,1.0573701858520508,1296.413399299956,21.6068899883326,2.4734416007995605,2.6796875,ok,
384,3e-05,2,3,16076,4016,4,4,4,16,0.01,True,False,0.47136454183266935,0.4707685777828945,1.0354572534561157,1226.911990600056,20.4485331766676,2.4734416007995605,2.615234375,ok,
384,3e-05,2,4,16073,4019,4,4,4,16,0.01,True,False,0.45633242100024884,0.4550530606357876,1.0403189659118652,1275.8892627999885,21.264821046666476,2.4734416007995605,2.677734375,ok,
